Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-02-23 04:31:17,32.3182,-86.9023,1274123,17938,,,1.0,25985.619551373242,7206185.0,,1.4078703547459703,84000001.0,USA,146969.469844601,
Alaska,US,2022-02-23 04:31:17,61.3707,-152.4044,235956,1141,,,2.0,32254.475117730282,3741734.0,,0.48356473240773706,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-02-23 04:31:17,-14.270999999999999,-170.132,18,0,,,60.0,32.35024532269369,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-02-23 04:31:17,33.7298,-111.4312,1970442,27751,,,4.0,27071.281930592988,18156219.0,,1.4083642147294868,84000004.0,USA,249442.5734645268,
Arkansas,US,2022-02-23 04:31:17,34.9697,-92.3731,816168,10305,,,5.0,27045.096368087525,4935491.0,,1.2626076984150325,84000005.0,USA,163545.77699545762,
California,US,2022-02-23 07:31:44,36.1162,-119.6816,8930332,84364,,,6.0,22585.375669700992,144365762.0,,0.9453625196997216,84000006.0,USA,365369.8806063127,
Colorado,US,2022-02-23 04:31:17,39.0598,-105.3111,1306684,11705,,,8.0,22690.46540768669,16450578.0,,0.8957789335447591,84000008.0,USA,285662.99965825834,
Connecticut,US,2022-02-23 04:31:17,41.5978,-72.7554,720956,10374,,,9.0,20221.541772092958,13134750.0,,1.4389227636638018,84000009.0,USA,368406.5265994015,
Delaware,US,2022-02-23 04:31:17,39.3185,-75.5071,255287,2702,,,10.0,26216.516527618598,3104431.0,,1.058416605624258,84000010.0,USA,318807.3290858976,
Diamond Princess,US,2022-02-23 04:31:17,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-02-23 04:31:17,38.8974,-77.0268,134066,1315,,,11.0,18996.272045727306,3029777.0,,0.9808601733474556,84000011.0,USA,429299.51016579545,
Florida,US,2022-02-23 04:31:17,27.7663,-81.6868,5818706,68955,,,12.0,27091.802083245548,53782899.0,,1.1850572962442163,84000012.0,USA,250412.31764780433,
Georgia,US,2022-02-23 04:31:17,33.0406,-83.6431,2456866,34985,,,13.0,23139.946482305542,16549127.0,,1.4239685843672385,84000013.0,USA,155867.64321248198,
Grand Princess,US,2022-02-23 04:31:17,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-02-23 04:31:17,13.4443,144.7937,43211,319,,,66.0,26311.43098965469,356833.0,,0.7382379486704774,316.0,GUM,217277.70369423184,
Hawaii,US,2022-02-23 04:31:17,21.0943,-157.4983,234701,1304,,,15.0,16576.427812683633,3568361.0,,0.5556005300360884,84000015.0,USA,252025.6774623695,
Idaho,US,2022-02-23 04:31:17,44.2405,-114.4788,416868,4703,,,16.0,23326.963484820084,1186358.0,,1.1281748659047948,84000016.0,USA,66385.83375534746,
Illinois,US,2022-02-23 04:31:17,40.3495,-88.9861,3019951,34864,,,17.0,23832.02067011521,53621982.0,,1.1544558173294863,84000017.0,USA,423159.2444369282,
Indiana,US,2022-02-23 04:31:17,39.8494,-86.2583,1677710,22629,,,18.0,24920.609385998883,18830068.0,,1.3488028324323036,84000018.0,USA,279700.76433936565,
Iowa,US,2022-02-23 04:31:17,42.0115,-93.2105,746825,8948,,,19.0,23670.631713400966,1930704.0,,1.1981387875338936,84000019.0,USA,61193.69776264869,
Kansas,US,2022-02-23 04:31:17,38.5266,-96.7265,763839,7915,,,20.0,26218.903969843286,2241301.0,,1.0362131286828768,84000020.0,USA,76933.03914373803,
Kentucky,US,2022-02-23 04:31:17,37.6681,-84.6701,1267592,13664,,,21.0,28372.533083777616,9463933.0,,1.0779493717221311,84000021.0,USA,211831.3717230424,
Louisiana,US,2022-02-23 04:31:17,31.1695,-91.8678,1160293,16518,,,22.0,24959.01087464835,12514197.0,,1.4236059340183902,84000022.0,USA,269192.33246300014,
Maine,US,2022-02-23 04:31:17,44.6939,-69.3819,221406,1960,,,23.0,16471.062600244604,3781503.0,,0.8852515288655229,84000023.0,USA,281317.4558774955,
Maryland,US,2022-02-23 04:31:17,39.0639,-76.8021,998888,14049,,,24.0,16522.343226899207,18646734.0,,1.4064639879546057,84000024.0,USA,308430.7141628402,
Massachusetts,US,2022-02-23 04:31:17,42.2302,-71.5301,1665586,23156,,,25.0,24165.183533471078,40342836.0,,1.390261445521276,84000025.0,USA,585314.7397977194,
Michigan,US,2022-02-23 04:31:17,43.3266,-84.5361,2343162,33998,,,26.0,23462.45670684981,22560614.0,,1.4509453465018638,84000026.0,USA,225903.0443712171,
Minnesota,US,2022-02-23 04:31:17,45.6945,-93.9002,1406654,12163,,,27.0,24942.3011997946,15707411.0,,0.8646760326277819,84000027.0,USA,278518.3678651373,
Mississippi,US,2022-02-23 04:31:17,32.7416,-89.6787,787396,11858,,,28.0,26456.874303000288,3454493.0,,1.5059766623147692,84000028.0,USA,116072.58238750814,
Missouri,US,2022-02-23 04:31:17,38.4561,-92.2884,1396604,18622,,,29.0,22755.525604536626,9523454.0,,1.3333772493849363,84000029.0,USA,155170.11360459134,
Montana,US,2022-02-23 04:31:17,46.9219,-110.4544,263358,3125,,,30.0,24641.03864413377,2671584.0,,1.1865977111004793,84000030.0,USA,249966.2231071373,
Nebraska,US,2022-02-23 04:31:17,41.1254,-98.2681,453165,3901,,,31.0,23426.54703661276,5157978.0,,0.8608343539328942,84000031.0,USA,266643.7483715948,
Nevada,US,2022-02-23 04:31:17,38.3135,-117.0554,678401,9553,,,32.0,22024.890947081894,5712589.0,,1.4081641978711703,84000032.0,USA,185464.275186062,
New Hampshire,US,2022-02-23 04:31:17,43.4525,-71.5639,293697,2333,,,33.0,21599.957638056912,3519793.0,,0.7943560880771681,84000033.0,USA,258863.31727845108,
New Jersey,US,2022-02-23 04:31:17,40.2989,-74.521,2160023,32731,,,34.0,24318.58584425688,17589614.0,,1.5153079388506512,84000034.0,USA,198032.3996671992,
New Mexico,US,2022-02-23 04:31:17,34.8405,-106.2485,509178,6821,,,35.0,24283.23911964209,6526173.0,,1.3396101166978935,84000035.0,USA,311240.1154314443,
New York,US,2022-02-23 04:31:17,42.1657,-74.9481,4912831,67103,,,36.0,25254.14755684062,100098835.0,,1.3658723452933756,84000036.0,USA,514552.7597749328,
North Carolina,US,2022-02-23 04:31:17,35.6301,-79.8064,2571397,22296,,,37.0,24517.31889256417,22060605.0,,0.867077312449225,84000037.0,USA,210339.7055172327,
North Dakota,US,2022-02-23 04:31:17,47.5289,-99.78399999999999,237128,2221,,,38.0,31116.628305833383,2237000.0,,0.9366249451772882,84000038.0,USA,293545.6695124544,
Northern Mariana Islands,US,2022-02-23 04:31:17,15.0979,145.6739,8882,27,,,69.0,16106.920063832877,17542.0,,0.3039855888313443,580.0,MNP,31811.25779776585,
Ohio,US,2022-02-23 04:31:17,40.3888,-82.7649,2647048,36816,,,39.0,22645.438913175523,21495420.0,,1.3700922688217214,84000039.0,USA,183892.85744839208,
Oklahoma,US,2022-02-23 04:31:17,35.5653,-96.9289,1015935,14425,,,40.0,25674.562689491533,5451538.0,,1.419874302981982,84000040.0,USA,137770.48151224758,
Oregon,US,2022-02-23 04:31:17,44.571999999999996,-122.0709,689325,6485,,,41.0,16343.479927743245,10297412.0,,0.9407753962209408,84000041.0,USA,244145.42680114953,
Pennsylvania,US,2022-02-23 04:31:17,40.5908,-77.2098,2746745,42789,,,42.0,21455.611311648518,24091353.0,,1.5578075139847347,84000042.0,USA,188184.4532127,
Puerto Rico,US,2022-02-23 04:31:17,18.2208,-66.5901,472370,4086,,,72.0,14790.709441793735,3812210.0,,0.8649998941507716,630.0,PRI,119366.78967991295,
Rhode Island,US,2022-02-23 04:31:17,41.6809,-71.5118,354817,3404,,,44.0,33493.492775361745,7418680.0,,0.9593677867745908,84000044.0,USA,700297.6322518953,
South Carolina,US,2022-02-23 04:31:17,33.8569,-80.945,1455967,16600,,,45.0,28278.265213410567,12487337.0,,1.140135731098301,84000045.0,USA,242533.12574751675,
South Dakota,US,2022-02-23 04:31:17,44.2998,-99.4388,235116,2779,,,46.0,26577.0200721408,1270502.0,,1.181969751101584,84000046.0,USA,143614.88437917887,
Tennessee,US,2022-02-23 04:31:17,35.7478,-86.6923,1995901,23990,,,47.0,29226.096743178605,12353302.0,,1.201963424037565,84000047.0,USA,180890.1340044931,
Texas,US,2022-02-23 04:31:17,31.0545,-97.5635,6588651,83962,,,48.0,22722.71361577184,45578128.0,,1.2743428055302974,84000048.0,USA,157188.28477741373,
Utah,US,2022-02-23 04:31:17,40.15,-111.8624,920290,4372,,,49.0,28705.616230780317,5764437.0,,0.4750676417216312,84000049.0,USA,179803.88389367546,
Vermont,US,2022-02-23 04:31:17,44.0459,-72.7107,111319,587,,,50.0,17839.897818711546,3325859.0,,0.5273133966348961,84000050.0,USA,532999.6201856122,
Virgin Islands,US,2022-02-23 04:31:17,18.3358,-64.8963,15317,109,,,78.0,14279.188574411754,325133.0,,0.7116276033165764,850.0,VIR,303103.44184658985,
Virginia,US,2022-02-23 04:31:17,37.7693,-78.17,1630682,18230,,,51.0,19104.66135685481,12653435.0,,1.1179371575819197,84000051.0,USA,148244.47113292114,
Washington,US,2022-02-23 04:31:17,47.4009,-121.4905,1409253,11615,,,53.0,18506.53712402788,9958651.0,,0.8241955135096395,84000053.0,USA,130778.60713210286,
West Virginia,US,2022-02-23 04:31:17,38.4912,-80.9545,485498,6219,,,54.0,27090.300070250934,5749434.0,,1.2809527536673684,84000054.0,USA,320812.63423145533,
Wisconsin,US,2022-02-23 04:31:17,44.2685,-89.6165,1567714,13108,,,55.0,26925.40611022813,,,0.8361218946823209,84000055.0,USA,,
Wyoming,US,2022-02-23 04:31:17,42.756,-107.3025,154549,1718,,,56.0,26703.515625674936,1348823.0,,1.1116215569172236,84000056.0,USA,233054.34559117013,
